frame_id,centor_x,centor_y,width,height,area,avg,std,max_gauss,min_gauss,strong_gauss,week_gauss,complexity,num_of_magnetic_neural_lines,total_length_of_magnetic_neural_lines,complexity_of_magnetic_neural_lines
874,100,233,28,27,756,30.33902116,71.0829786,597.75,-58.825,29,727,0.294973545,4,28.5,0.14021164
874,122,302,46,27,1242,0.255776973,74.92463115,527.825,-551.8,19,1223,0.29468599,6,44,0.12962963
874,135,239,27,33,891,-39.12777778,90.27062295,49.3,-652.175,0,891,0.276094276,6,42.5,0.195286195
874,168,163,24,25,600,-18.43770833,61.72557783,109.9,-674.85,0,600,0.305,8,15,0.155
874,275,348,25,24,600,12.87616667,51.35965136,463.925,-74.325,11,589,0.326666667,5,28.5,0.215
874,293,219,55,39,2145,-0.733624709,178.5870228,1727.05,-1770.175,77,2068,0.298368298,8,79,0.121212121
874,390,179,27,26,702,-16.91755698,54.89198589,93.825,-541.425,0,702,0.284900285,3,8,0.058404558
875,88,205,32,30,960,-33.40585938,64.87900855,54.525,-431.075,0,960,0.282291667,8,30.5,0.139583333
875,148,231,26,26,676,37.24252959,82.42031591,626.3,-18.775,34,642,0.298816568,5,19.5,0.136094675
875,150,204,26,29,754,10.48418435,60.75947205,518.55,-303.65,16,738,0.322281167,8,49.5,0.213527851
875,163,305,25,25,625,-25.51116,76.18208643,278.475,-646.325,2,623,0.3056,2,10.5,0.1024
875,187,234,33,50,1650,-28.88527273,72.91526158,68.875,-686.05,0,1650,0.295151515,10,60,0.126060606
875,346,218,54,42,2268,1.629728836,150.563128,1264.075,-1243.675,85,2183,0.294532628,20,79.5,0.157407407
875,426,178,24,25,600,-13.63925,45.59164074,69.25,-495.675,0,600,0.3,5,26,0.193333333
876,78,193,26,26,676,29.01545858,64.95253733,479.525,-33.45,27,649,0.300295858,8,26.5,0.144970414
876,118,206,31,32,992,-45.81743952,91.03792732,25.35,-834.15,0,992,0.254032258,6,70,0.148185484
876,197,229,37,41,1517,24.41806196,72.23987811,805.975,-199.15,52,1465,0.296638102,10,88,0.19841793
876,238,306,28,27,756,24.12685185,58.16299303,609.125,-45.1,25,731,0.314814815,6,28.5,0.194444444
876,241,243,26,27,702,-42.01467236,94.66436429,15.45,-911.65,0,702,0.277777778,3,16,0.106837607
876,392,216,54,43,2322,1.529651163,123.7814979,1032.325,-1086.6,65,2257,0.296296296,16,92.5,0.171834625
877,113,193,30,27,810,35.47216049,71.44574022,428.6,-24.3,37,773,0.262962963,7,51,0.155555556
877,168,209,51,39,1989,-38.10593263,86.61134436,78,-648,0,1989,0.284565108,16,97,0.154851684
877,251,235,30,30,900,35.79469444,91.11639449,601.225,-31.425,53,847,0.257777778,7,25.5,0.147777778
877,290,308,31,27,837,26.34632616,76.81434461,642.325,-97.05,31,806,0.324970131,9,38.5,0.211469534
877,295,239,33,40,1320,-33.85793561,82.76785868,83.8,-681.325,0,1320,0.288636364,8,32.5,0.106818182
877,432,218,47,40,1880,1.281303191,88.58978381,720.4,-947.25,41,1839,0.282446809,12,88,0.19893617
878,158,191,42,36,1512,33.6062996,76.56719738,635.075,-68.825,72,1440,0.272486772,9,159,0.203042328
878,198,333,42,30,1260,0.846329365,67.23379906,631.175,-543.05,19,1241,0.330952381,9,62,0.238095238
878,225,213,51,47,2397,-36.8735607,91.0881631,60.925,-855.175,0,2397,0.288694201,11,80.5,0.116395494
878,279,304,35,27,945,0.476216931,108.9638839,1372.85,-1378.825,12,933,0.31957672,5,49.5,0.195767196
878,294,363,25,26,650,11.97115385,45.67574894,405.825,-30.225,12,638,0.333846154,5,21,0.169230769
878,307,236,33,56,1848,20.02210498,69.82557985,803.275,-271.325,55,1793,0.301948052,14,81,0.186147186
878,347,225,25,24,600,-28.9885,74.88294178,21.125,-650.475,0,600,0.311666667,3,13.5,0.113333333
879,200,197,53,41,2173,32.69312011,79.29802747,705.25,-114.275,96,2077,0.283479061,13,68.5,0.142659917
879,233,213,24,26,624,24.33697917,70.51754328,605.575,-56.025,19,605,0.310897436,2,27,0.150641026
879,279,208,53,59,3127,-31.56170451,83.03206823,89.075,-1000.175,0,3127,0.282059482,18,174.5,0.147105852
879,332,302,40,38,1520,1.521315789,124.2931129,1343.575,-1319.025,30,1490,0.313815789,9,97,0.205263158
879,361,230,30,40,1200,24.1805625,68.28990057,648.375,-178.55,43,1157,0.328333333,8,39,0.166666667
879,394,236,41,44,1804,-19.2010255,60.12147543,95.225,-574.975,0,1804,0.320399113,18,119,0.194013304
880,45,314,24,28,672,0.576785714,63.29600023,689.9,-399.7,8,664,0.336309524,9,73.5,0.28125
880,166,216,25,25,625,-13.82848,48.1123426,95.975,-426.65,0,625,0.3264,5,23.5,0.1904
880,239,376,25,26,650,16.30542308,60.38216946,556.4,-91.675,17,633,0.315384615,6,31,0.235384615
880,259,194,34,36,1224,45.34622141,93.10481271,653.85,-38.175,101,1123,0.267156863,11,63,0.151143791
880,321,202,45,50,2250,-34.02785556,84.30739469,41.875,-834.85,0,2250,0.269777778,19,103,0.165333333
880,378,304,45,36,1620,7.413919753,163.859012,1222.075,-1102.825,67,1553,0.299382716,11,57.5,0.182716049
881,44,334,25,26,650,0.734,142.1601982,2880.65,-415.225,8,642,0.333846154,3,23,0.184615385
881,79,331,44,61,2684,4.319150522,86.53290364,1187.375,-971.3,51,2633,0.300670641,18,177,0.226154993
881,305,197,39,33,1287,43.59590132,93.39584125,832.075,-100.525,87,1200,0.275835276,8,67,0.181818182
881,340,219,26,25,650,19.83173077,57.16183275,545.875,-50.85,13,637,0.310769231,5,22.5,0.152307692
881,377,210,52,38,1976,-31.06367662,76.10119493,85.55,-752.275,0,1976,0.28340081,16,110.5,0.144736842
881,419,304,43,37,1591,6.253252671,169.6012432,1081.3,-1247.85,80,1511,0.292269013,11,79.5,0.220615965
882,39,246,24,28,672,-0.004092262,77.2651587,444.125,-865.1,11,661,0.333333333,5,35,0.232142857
882,60,348,43,60,2580,-0.832093023,81.38890962,1028.925,-745.275,32,2548,0.291860465,16,125.5,0.215503876
882,112,333,53,62,3286,5.898227328,106.0300613,1415.5,-938.275,89,3197,0.28788801,17,217.5,0.201765064
882,344,208,25,25,625,26.05144,61.079209,437.225,-20.875,24,601,0.3312,7,35.5,0.1536
882,362,188,28,25,700,31.75907143,78.99601542,621.85,-81.25,32,668,0.28,5,30.5,0.165714286
882,407,210,30,32,960,-28.34789062,70.33480777,141.2,-553.325,0,960,0.267708333,9,26.5,0.125
882,451,305,39,35,1365,1.069615385,136.4224072,869.85,-1253.175,50,1315,0.277655678,9,66,0.197802198
883,72,245,41,35,1435,-1.636219512,88.5801279,844.025,-900.15,22,1413,0.317073171,11,54,0.179094077
883,81,364,50,42,2100,-2.712321429,125.1320305,852.175,-984.6,58,2042,0.29047619,15,174,0.21952381
883,101,322,32,50,1600,0.973796875,118.8833883,1266.1,-883.3,55,1545,0.24625,13,64.5,0.174375
883,156,331,59,55,3245,8.461432974,127.8378043,1637.525,-1079.35,104,3142,0.286286595,16,285,0.210785824
883,474,306,32,34,1088,3.213832721,114.7706174,1155.025,-1138.175,28,1060,0.315257353,8,142,0.199448529
884,112,248,52,38,1976,3.56048836,140.0255498,1242.575,-991.175,67,1909,0.30111336,11,100.5,0.197368421
884,122,354,78,70,5460,3.584555861,122.1396325,1447.375,-1331.425,168,5292,0.286446886,34,290,0.195421245
884,122,359,1,1,1,377.775,0,377.775,377.775,1,0,0,0,0,0
884,206,335,66,61,4026,9.817113761,134.0860983,1624.55,-1391.45,155,3871,0.293591654,21,331.5,0.184798808
884,429,207,24,27,648,21.25219907,54.2739418,489.1,-33.475,16,632,0.305555556,4,17.5,0.104938272
885,149,353,68,75,5100,-1.617102941,133.9531787,1244.55,-1346.125,158,4942,0.270784314,31,249,0.17627451
885,160,248,59,42,2478,-0.236723164,152.937294,1291.075,-1400.625,99,2379,0.286521388,16,107.5,0.155367232
885,228,336,130,61,7930,6.327916141,122.015168,1548.65,-1294.775,259,7671,0.280075662,49,578.5,0.198486759
885,241,215,29,27,783,-5.649106003,148.3393441,1455.975,-1482.7,12,771,0.330779055,5,38,0.173690932
886,136,223,28,27,756,-47.39414683,86.24048116,27.3,-527.75,0,756,0.253968254,5,13,0.093915344
886,213,358,1,1,1,-0.525,0,-0.525,-0.525,0,1,0,0,0,0
886,214,249,63,39,2457,-6.325549451,148.9954674,1307.7,-1587.05,94,2363,0.268620269,11,140.5,0.157916158
886,216,343,118,92,10856,1.746748342,115.719832,1500.975,-1505.75,274,10582,0.290991157,61,749,0.195560059
886,239,342,1,1,1,-1.2,0,-1.2,-1.2,0,1,0,0,0,0
886,296,215,42,32,1344,-1.613783482,150.4514094,1145.85,-1390.625,37,1307,0.301339286,13,54,0.171875
886,300,335,65,55,3575,10.18632168,145.8920704,1540.8,-1374.625,157,3418,0.293426573,26,213.5,0.19972028
886,302,331,2,3,6,73.59166667,108.4622464,303.15,-2,1,5,0.166666667,0,0,0
887,46,321,25,30,750,-0.579533333,119.7817453,347.075,-1336.35,15,735,0.285333333,8,31.5,0.216
887,79,318,25,25,625,1.38756,43.21237059,453.725,-368.4,5,620,0.3248,8,34,0.216
887,143,202,28,27,756,15.58022487,50.9195705,544.225,-99.45,14,742,0.291005291,6,35,0.21031746
887,155,350,25,24,600,-25.07229167,66.4089272,27,-557.55,0,600,0.281666667,4,18,0.14
887,184,226,43,31,1333,-41.26142161,87.97089428,43.3,-712.575,0,1333,0.264066017,8,50,0.127531883
887,221,327,33,33,1089,20.65392562,76.95592733,844.875,-153.225,35,1054,0.308539945,8,65,0.195592287
887,238,373,73,48,3504,-3.578182078,168.724378,1285.175,-1628.2,135,3369,0.280251142,11,226.5,0.156107306
887,268,252,72,47,3384,-4.228627364,123.9636206,807,-1462.175,110,3274,0.276300236,21,184,0.19001182
887,294,331,69,64,4416,-0.357908741,92.97594528,1494.125,-730.3,98,4318,0.289402174,26,241,0.191123188
887,344,217,51,36,1836,-5.048406863,169.8725706,1512.925,-1345.525,57,1779,0.287581699,14,96,0.20043573
887,353,330,1,1,1,0.9,0,0.9,0.9,0,1,0,0,0,0
887,353,336,62,56,3472,9.403290611,140.0116352,1449.025,-1196.425,144,3328,0.280529954,22,224,0.180011521
888,66,320,35,35,1225,7.632061224,133.8717602,479.075,-1443.975,39,1186,0.29877551,11,60.5,0.207346939
888,190,205,28,27,756,18.00056217,62.05190381,653.575,-178.275,24,732,0.314814815,6,39.5,0.21031746
888,206,356,42,35,1470,-22.76528912,62.15849401,35.7,-582.325,0,1470,0.300680272,10,99.5,0.170748299
888,234,229,43,30,1290,-39.78633721,91.72298298,117.75,-753.05,0,1290,0.289922481,8,46.5,0.119379845
888,273,329,31,27,837,28.36594982,89.4113853,982.425,-340.925,33,804,0.298685783,8,63,0.206690562
888,284,369,67,41,2747,-4.681170368,184.2682124,1539.65,-1552.725,148,2599,0.268292683,16,213.5,0.19293775
888,309,181,26,24,624,1.295392628,38.9235758,349.65,-326.2,7,617,0.338141026,7,23.5,0.176282051
888,327,249,63,35,2205,-2.503911565,127.966217,780.75,-1228.55,103,2102,0.256235828,11,95,0.128798186
888,367,335,113,62,7006,4.360822866,114.45385,1102.7,-1206.2,207,6799,0.28047388,33,501.5,0.203111619
888,392,216,52,32,1664,-0.936944111,164.9090285,1477.725,-1153.9,59,1605,0.302884615,7,178,0.209134615
889,98,320,39,37,1443,3.706254331,155.6132716,582.875,-1701.725,57,1386,0.293832294,12,95.5,0.194040194
889,178,193,25,29,725,24.70651724,69.99110145,455.775,-187.05,31,694,0.31862069,6,17.5,0.136551724
889,243,157,25,27,675,-10.77396296,39.93269614,107.6,-486.125,0,675,0.325925926,6,32,0.214814815
889,265,361,24,25,600,-21.0665,52.32863591,30.475,-448.1,0,600,0.326666667,3,28.5,0.145
889,295,226,46,29,1334,-40.09445277,86.81671324,18.55,-629.875,0,1334,0.271364318,4,30.5,0.067466267
889,327,329,27,33,891,27.84217172,81.67741498,658.325,-58.7,35,856,0.304152637,7,53.5,0.199775533
889,328,372,66,46,3036,-3.994128788,149.8010535,1232.275,-1602.95,109,2927,0.264822134,19,397.5,0.22002635
889,379,247,58,35,2030,-2.986059113,117.0567062,957.1,-772.175,74,1957,0.270935961,13,90.5,0.175369458
889,413,336,84,60,5040,6.541160714,102.8485623,988.425,-1030.625,156,4884,0.291468254,27,346.5,0.211904762
889,420,330,3,2,6,-10.59583333,6.145754237,-2.025,-16.975,0,6,0,0,0,0
889,431,216,47,31,1457,-1.496190803,139.0962064,1171.8,-869.025,51,1406,0.3054221,10,52.5,0.18325326
890,61,328,31,35,1085,10.03011521,100.0870078,911.05,-508.6,34,1051,0.295852535,4,47.5,0.192626728
890,120,288,26,27,702,19.20384615,53.25959793,494,-45.35,18,684,0.310541311,6,43,0.237891738
890,136,327,47,44,2068,3.506008221,149.9522062,651.475,-1724.075,78,1990,0.277562863,15,150.5,0.205996132
890,228,192,27,26,702,26.6232906,80.59726117,828.275,-315.2,31,671,0.314814815,7,25.5,0.150997151
890,287,208,25,25,625,18.75784,62.42140255,642.625,-147.475,15,610,0.328,7,30,0.2288
890,330,345,28,27,756,-18.33875661,62.77828518,47.375,-623.75,0,756,0.301587302,5,16,0.123015873
890,346,228,41,30,1230,-36.43335366,84.42230749,34.175,-712.425,0,1230,0.272357724,7,26.5,0.105691057
890,372,370,64,43,2752,-4.558957122,137.2011753,1125.95,-1635.85,85,2667,0.301598837,13,241.5,0.206395349
890,375,328,27,32,864,26.71458333,71.73561661,535.45,-32.1,31,833,0.297453704,8,65.5,0.196759259
890,417,242,41,33,1353,0.137897265,88.68361497,572.025,-505.825,43,1310,0.247597931,7,53,0.136733186
890,429,323,25,26,650,12.31003846,99.13319171,751,-749.45,19,631,0.312307692,4,71.5,0.2
890,450,345,35,33,1155,2.018030303,118.92633,1217.175,-890.625,34,1121,0.288311688,7,64.5,0.185281385
890,460,214,41,31,1271,-1.937313139,102.3796187,948.25,-667.5,29,1242,0.291109363,7,81.5,0.184107002
891,92,330,34,30,1020,36.48504902,117.2859774,1132.875,-575.45,66,954,0.305882353,7,88.5,0.190196078
891,183,323,49,56,2744,4.70174016,150.3184812,812.575,-1793.575,90,2654,0.299198251,15,305.5,0.184402332
891,276,193,27,25,675,28.15259259,78.21478846,759.1,-146.65,30,645,0.275555556,4,44.5,0.2
891,344,350,27,27,729,-20.82596022,62.27564441,502.6,-466.475,1,728,0.304526749,6,29,0.164609053
891,390,230,40,41,1640,-28.59533537,74.19334238,171.325,-786,0,1640,0.278658537,8,144,0.143902439
891,405,369,54,42,2268,-6.599845679,113.2789354,898.75,-1357.975,50,2218,0.287477954,10,125,0.17680776
891,479,216,30,31,930,-3.539139785,125.2504875,1164.475,-1154.4,17,913,0.313978495,6,58.5,0.220430108
892,98,314,25,25,625,-30.24308,65.52050474,133.75,-557.2,0,625,0.2848,4,20.5,0.1648
892,122,328,37,33,1221,39.77710893,127.965073,1171.875,-617.175,98,1123,0.26044226,6,53.5,0.173628174
892,129,383,24,25,600,-2.764208333,46.88228087,362.25,-306.525,6,594,0.29,2,30,0.188333333
892,211,300,25,25,625,27.77552,73.52289551,597.4,-21.35,22,603,0.3488,5,16.5,0.1776
892,236,321,86,55,4730,8.255184989,119.2818412,884.075,-2037.45,124,4606,0.308245243,37,300,0.219238901
892,255,320,1,1,1,5.5,0,5.5,5.5,0,1,0,0,0,0
892,288,194,25,26,650,8.481,42.37630441,582.175,-65.9,7,643,0.363076923,7,23.5,0.147692308
892,329,192,26,28,728,25.15058379,64.04738423,530.5,-90.15,27,701,0.300824176,3,28,0.168956044
892,388,351,25,26,650,-20.65265385,57.87447163,73.275,-501.6,0,650,0.301538462,5,32.5,0.184615385
892,430,361,27,27,729,-21.54986283,110.2426163,324.35,-1129.425,4,725,0.290809328,4,35.5,0.16872428
893,107,198,25,26,650,3.837615385,68.69142617,677.3,-518.575,7,643,0.332307692,5,23,0.169230769
893,150,322,1,1,1,-4.1,0,-4.1,-4.1,0,1,0,0,0,0
893,150,324,1,1,1,-10.525,0,-10.525,-10.525,0,1,0,0,0,0
893,162,327,77,42,3234,6.417455164,117.6318664,1304.075,-913.65,126,3108,0.278911565,20,177,0.166975881
893,216,306,26,25,650,-7.208730769,77.51065229,385.45,-919.575,7,643,0.315384615,4,19,0.141538462
893,266,302,25,26,650,28.01326923,75.52834714,740.175,-26.975,20,630,0.287692308,2,43.5,0.136923077
893,296,331,30,30,900,-35.25863889,219.9665806,614.8,-2032.1,21,879,0.287777778,7,49,0.192222222
893,453,359,25,27,675,-8.995592593,79.28218851,311.6,-946.775,2,673,0.294814815,9,31.5,0.201481481
894,148,198,27,26,702,7.684223647,60.35021941,973.275,-317.775,9,693,0.319088319,7,97,0.264957265
894,209,324,73,63,4599,3.924342248,109.4231343,1463.975,-1073.45,141,4458,0.272667971,26,240.5,0.17221135
894,333,330,54,45,2430,3.135133745,134.181488,737.375,-1700.725,61,2369,0.298353909,14,169.5,0.220576132
894,414,186,25,26,650,17.00211538,49.16112291,483.575,-45.7,11,639,0.301538462,4,22.5,0.149230769
895,263,333,77,56,4312,6.165636596,131.2973755,1134.725,-1572.05,168,4144,0.27203154,21,224.5,0.166512059
895,270,181,34,31,1054,2.521537002,115.4711309,1084.9,-1077.65,24,1030,0.312144213,7,74.5,0.197343454
895,390,331,28,29,812,-18.72755542,175.8501136,526.95,-1511.875,15,797,0.270935961,6,53.5,0.189655172
896,247,374,25,26,650,-24.27576923,58.4688662,17.775,-520.925,0,650,0.267692308,4,34,0.113846154
896,271,193,26,26,676,-18.99596893,60.75337204,128.75,-726.4,0,676,0.325443787,7,43,0.210059172
896,313,333,75,57,4275,4.223660819,101.7722445,1078.325,-997.525,141,4134,0.276959064,30,342,0.199064327
896,324,179,49,35,1715,-2.57574344,132.0668479,1035.65,-1323.95,37,1678,0.290962099,9,93,0.171428571
896,427,330,28,29,812,-10.98870074,140.3723015,419.9,-1392.075,17,795,0.306650246,4,193,0.224137931
897,172,328,25,26,650,-3.335153846,57.00820223,604.05,-509.525,5,645,0.304615385,4,22,0.173846154
897,354,332,81,53,4293,0.874842767,80.80540417,639.025,-623.65,107,4186,0.285814116,25,261.5,0.165618449
897,369,179,50,38,1900,-0.551197368,127.5164245,1132.2,-956.4,60,1840,0.287894737,12,82.5,0.175789474
897,422,311,40,36,1440,0.351753472,86.93762481,919.4,-816.25,22,1418,0.3125,8,73,0.186111111
897,456,328,26,30,780,-4.008653846,101.7910989,396.825,-1067.6,7,773,0.311538462,7,146.5,0.228205128
898,31,297,27,35,945,-13.74261905,173.7247928,974.6,-2277.325,26,919,0.28042328,5,82.5,0.180952381
898,136,326,37,29,1073,-2.620107176,86.82006124,966.175,-927.325,11,1062,0.303821062,11,87,0.209692451
898,234,329,25,25,625,14.85284,71.68816641,777.075,-223.875,15,610,0.3056,5,73.5,0.232
898,405,327,58,51,2958,2.194776876,80.42100659,628.625,-651.9,69,2889,0.283299527,17,229,0.21703854
898,407,177,49,37,1813,-2.915678434,110.2119223,955.375,-812.55,50,1763,0.28130171,11,82.5,0.183673469
898,456,306,38,29,1102,1.323275862,66.4757804,719.925,-438.25,12,1090,0.302177858,8,49,0.183303085
899,46,304,43,51,2193,-8.928260374,154.5803634,1561.975,-807.5,81,2112,0.289101687,13,135,0.186958504
899,186,329,43,36,1548,-1.369767442,93.86325761,903.1,-1175.8,14,1534,0.317829457,12,67,0.187984496
899,419,342,26,26,676,-23.43025148,56.25272446,127.475,-353.5,0,676,0.285502959,5,67,0.170118343
899,439,176,42,34,1428,-1.080322129,85.42742887,880.3,-555.575,25,1403,0.268907563,8,86.5,0.211484594
900,41,320,29,33,957,-18.73571055,132.1142004,973.125,-2161.9,17,940,0.307210031,5,33.5,0.175548589
900,81,312,67,60,4020,-1.323345771,162.6725342,1660.1,-959.275,152,3868,0.278109453,32,248,0.194278607
900,237,330,44,36,1584,-1.112736742,115.6321649,1070.875,-1408.55,35,1549,0.306818182,8,117.5,0.198863636
900,455,171,26,26,676,0.532581361,68.62216723,708.25,-276.725,11,665,0.298816568,6,29,0.204142012
900,477,293,25,26,650,3.737884615,98.6834379,1160.25,-1140.175,10,640,0.324615385,5,20.5,0.158461538
901,92,310,93,61,5673,-7.036281509,176.1678564,1793.4,-1060.625,244,5429,0.283271638,30,516.5,0.192138198
901,130,363,26,29,754,14.03919098,56.06842804,573,-225.625,19,735,0.328912467,5,22.5,0.149867374
901,144,332,26,26,676,25.52418639,93.68613109,885.325,-536.425,24,652,0.295857988,5,25,0.170118343
901,291,328,50,42,2100,-0.00475,137.3733596,1218.825,-1218.425,65,2035,0.311428571,11,108,0.190952381
902,135,313,123,67,8241,-0.703752579,179.3628716,2226.775,-1252.875,363,7878,0.282368645,46,498,0.190753549
902,149,361,25,27,675,-18.72140741,60.12005106,500.675,-414.4,1,674,0.302222222,6,25,0.128888889
902,228,221,34,26,884,-8.592873303,91.16176689,1221.625,-659.65,11,873,0.312217195,7,54.5,0.255656109
902,342,327,52,45,2340,0.518215812,127.5111154,999.975,-1367.175,72,2268,0.291880342,19,135.5,0.217521368
903,119,210,29,33,957,-24.194279,69.90210861,389.025,-615.675,1,956,0.294670846,6,34.5,0.152560084
903,130,369,27,25,675,2.76062963,73.92077079,986.35,-846.4,8,667,0.314074074,9,40.5,0.232592593
903,178,315,131,67,8777,2.372684288,183.6770615,2203.625,-1500.325,419,8358,0.273897687,59,782.5,0.195510995
903,218,359,27,25,675,20.4697037,74.53443925,584.25,-560.55,24,651,0.302222222,7,36,0.231111111
903,240,344,27,25,675,17.74448148,68.85659161,736.85,-489.4,18,657,0.302222222,5,26.5,0.180740741
903,285,235,31,47,1457,-15.24802677,78.14625795,712.55,-885.425,11,1446,0.323266987,9,113.5,0.214138641
903,388,327,54,50,2700,1.120851852,108.0372782,819.025,-1039.175,64,2636,0.295925926,16,124.5,0.194074074
904,165,214,28,31,868,-26.47799539,75.70913176,247.175,-722,1,867,0.300691244,7,55.5,0.179723502
904,170,372,25,25,625,-1.1804,75.66096912,687.6,-877.95,4,621,0.3072,5,63,0.1552
904,227,317,141,68,9588,1.398445974,180.3583001,1906.05,-1360.8,470,9118,0.272841051,45,754.5,0.173967459
904,426,326,48,45,2160,1.437546296,82.70293186,657.125,-909.775,39,2121,0.290740741,20,114,0.204166667
905,213,208,38,41,1558,-24.97536906,73.74658261,172.6,-653.775,0,1558,0.304878049,12,44,0.133504493
905,233,370,24,25,600,14.53920833,60.5423682,1026.425,-193.1,9,591,0.305,4,27.5,0.206666667
905,285,316,151,76,11476,3.279766469,157.7252626,1619.075,-1256.7,465,11011,0.283548275,62,848,0.184907633
905,315,361,26,29,754,18.30145889,60.19789437,543.875,-172.6,18,736,0.327586207,8,43.5,0.196286472
905,462,315,26,29,754,13.08358753,72.61718334,513.225,-514.75,19,735,0.301061008,8,38.5,0.213527851
906,255,203,36,36,1296,21.05140818,65.6138584,697.05,-155.075,30,1266,0.297067901,13,54,0.197530864
906,374,317,131,67,8777,2.183886863,120.1064561,1198.15,-1411.4,328,8449,0.274581292,47,618,0.203714253
906,401,361,25,24,600,16.41729167,53.95067784,499.45,-63.1,15,585,0.325,4,20.5,0.156666667
907,387,327,65,44,2860,-3.011101399,102.2185662,922.3,-994.9,69,2791,0.262587413,12,109,0.173776224
907,447,311,48,45,2160,13.07197917,111.2304054,711.525,-569.8,113,2047,0.263888889,14,95,0.166666667
908,94,324,36,30,1080,6.123287037,117.5206701,1031.3,-1135.35,30,1050,0.29537037,11,45.5,0.212962963
908,133,339,25,24,600,21.59079167,55.66021988,494.575,-70.775,19,581,0.323333333,3,30.5,0.163333333
908,424,323,54,45,2430,-3.58372428,83.38314269,719.1,-762.25,37,2393,0.288065844,18,143.5,0.179835391
908,470,306,26,31,806,19.7126861,89.5460036,525.35,-467.15,36,770,0.214640199,6,35,0.152605459
909,99,257,26,27,702,-14.45381054,67.03553014,269.725,-503.875,3,699,0.276353276,8,39.5,0.249287749
909,133,328,47,41,1927,10.7997535,126.6385789,1236.675,-1258.35,64,1863,0.304618578,13,92,0.197716658
909,142,372,24,26,624,-13.66630609,69.34096258,364.425,-530.5,4,620,0.317307692,5,26,0.158653846
909,446,320,25,26,650,-23.97957692,63.69076347,197.6,-458.8,0,650,0.283076923,4,34.5,0.218461538
910,44,177,32,39,1248,3.19755609,142.9012786,1371.95,-2279.25,42,1206,0.271634615,8,48,0.209134615
910,48,287,26,26,676,-10.29375,57.43282569,208.125,-535,1,675,0.307692308,7,34,0.218934911
910,148,259,25,27,675,-28.78096296,91.98775586,257.05,-978.9,3,672,0.300740741,4,35.5,0.158518519
910,180,331,52,45,2340,10.54589744,131.8460145,976.325,-1568.275,87,2253,0.29957265,22,486,0.252564103
910,182,370,26,26,676,-20.81730769,65.64403535,381.8,-602.35,2,674,0.278106509,4,22,0.171597633
910,215,367,47,43,2021,20.17047254,69.31707968,723.425,-335.15,62,1959,0.305294409,13,136,0.22612568
910,450,211,27,27,729,4.099382716,70.8391988,458.8,-577.85,11,718,0.322359396,7,33,0.234567901
911,60,180,44,39,1716,1.899985431,126.0185054,723.85,-1338.875,53,1663,0.298951049,12,61,0.171328671
911,77,291,25,27,675,-25.92240741,66.46957113,193.75,-568.55,0,675,0.278518519,8,45,0.171851852
911,118,351,49,30,1470,1.385901361,78.35820557,494.025,-550.525,35,1435,0.280272109,11,103.5,0.174829932
911,193,262,26,24,624,-25.20372596,85.33540243,403.95,-718.4,3,621,0.294871795,3,45.5,0.15224359
911,231,349,56,76,4256,6.513645442,119.0584861,1249.675,-1636.95,122,4134,0.300516917,30,246,0.201362782
911,256,375,29,27,783,28.39821201,76.50073979,594,-27.725,31,752,0.292464879,6,32,0.171136654
911,476,205,24,29,696,-4.683081897,110.4993182,1168.025,-970.325,19,677,0.290229885,11,28.5,0.202586207
912,86,185,53,36,1908,2.671318134,162.5888325,1003.275,-1664.7,70,1838,0.283018868,9,170,0.205450734
912,128,378,26,24,624,-16.43778045,44.70870933,32.85,-389.1,0,624,0.310897436,5,14.5,0.158653846
912,129,294,40,41,1640,0.41402439,77.92168837,648.575,-607.95,38,1602,0.270121951,14,80.5,0.151829268
912,140,223,27,26,702,-24.84982194,71.24861523,19.975,-663.15,0,702,0.293447293,2,40,0.11965812
912,162,361,57,64,3648,6.922464364,85.49045638,947,-648.825,107,3541,0.302357456,24,184.5,0.17872807
912,250,258,28,38,1064,-21.36240602,71.36329182,707.1,-632.25,2,1062,0.306390977,10,49.5,0.183270677
912,274,231,27,28,756,16.26332672,65.86260654,678.5,-259.925,17,739,0.308201058,8,51.5,0.231481481
912,277,374,27,27,729,-15.46735254,58.00384448,202.325,-438.15,1,728,0.290809328,6,23,0.141289438
912,282,332,53,46,2438,13.63801272,127.3946383,1139.775,-1458.525,101,2337,0.281378179,19,126,0.196472518
912,326,353,32,46,1472,18.68902853,57.72132047,506.7,-81.95,38,1434,0.309782609,9,101,0.250679348
912,358,324,27,26,702,7.231481481,60.66380295,681,-823.35,14,688,0.286324786,6,37.5,0.237891738
913,64,313,27,30,810,6.011388889,62.06172492,835.3,-464.35,11,799,0.317283951,6,61.5,0.225925926
913,122,187,63,35,2205,0.038367347,180.3414678,1134.2,-1821.05,98,2107,0.266213152,15,130.5,0.176417234
913,165,380,25,26,650,-20.40534615,51.56195822,37.6,-377.075,0,650,0.266153846,7,30.5,0.22
913,190,290,30,34,1020,21.4577451,83.55072612,862.475,-367.675,46,974,0.308823529,8,66.5,0.17254902
913,200,238,25,25,625,-28.75172,80.27133962,24.275,-775.25,0,625,0.3232,4,19.5,0.1488
913,207,369,2,1,2,-8.45,1.7,-6.75,-10.15,0,2,0,0,0,0
913,212,363,48,61,2928,12.13108777,105.2744977,948.025,-964,120,2808,0.290642077,19,162.5,0.163934426
